word,number_of_occurrences,rank,frequency,rxf
gravitational,16,48,0.16783803629497535,8.056225742158816
Venus,16,48,0.16783803629497535,8.056225742158816
two,16,48,0.16783803629497535,8.056225742158816
not,16,48,0.16783803629497535,8.056225742158816
these,16,48,0.16783803629497535,8.056225742158816
star,16,48,0.16783803629497535,8.056225742158816
around,16,48,0.16783803629497535,8.056225742158816
asteroids,16,48,0.16783803629497535,8.056225742158816
most,15,49,0.1573481590265394,7.710059792300431
small,15,49,0.1573481590265394,7.710059792300431
will,15,49,0.1573481590265394,7.710059792300431
also,15,49,0.1573481590265394,7.710059792300431
space,15,49,0.1573481590265394,7.710059792300431
atmosphere,15,49,0.1573481590265394,7.710059792300431
Uranus,14,50,0.14685828175810342,7.342914087905171
smaller,14,50,0.14685828175810342,7.342914087905171
satellites,14,50,0.14685828175810342,7.342914087905171
moons,14,50,0.14685828175810342,7.342914087905171
lies,14,50,0.14685828175810342,7.342914087905171
scattered,14,50,0.14685828175810342,7.342914087905171
medium,14,50,0.14685828175810342,7.342914087905171
distance,14,50,0.14685828175810342,7.342914087905171
diameter,14,50,0.14685828175810342,7.342914087905171
enough,13,51,0.13636840448966747,6.954788628973041
wind,13,51,0.13636840448966747,6.954788628973041
like,13,51,0.13636840448966747,6.954788628973041
heliosphere,13,51,0.13636840448966747,6.954788628973041
may,13,51,0.13636840448966747,6.954788628973041
times,13,51,0.13636840448966747,6.954788628973041
within,13,51,0.13636840448966747,6.954788628973041
magnetic,13,51,0.13636840448966747,6.954788628973041
formed,12,52,0.1258785272212315,6.545683415504038
6,12,52,0.1258785272212315,6.545683415504038
terrestrial,12,52,0.1258785272212315,6.545683415504038
being,12,52,0.1258785272212315,6.545683415504038
moon,12,52,0.1258785272212315,6.545683415504038
Mars,12,52,0.1258785272212315,6.545683415504038
out,12,52,0.1258785272212315,6.545683415504038
Oort,12,52,0.1258785272212315,6.545683415504038
closest,12,52,0.1258785272212315,6.545683415504038
This,12,52,0.1258785272212315,6.545683415504038
they,12,52,0.1258785272212315,6.545683415504038
beyond,12,52,0.1258785272212315,6.545683415504038
surface,12,52,0.1258785272212315,6.545683415504038
7,12,52,0.1258785272212315,6.545683415504038
8,12,52,0.1258785272212315,6.545683415504038
massive,11,53,0.11538864995279555,6.115598447498164
ice,11,53,0.11538864995279555,6.115598447498164
many,11,53,0.11538864995279555,6.115598447498164
thought,11,53,0.11538864995279555,6.115598447498164
were,11,53,0.11538864995279555,6.115598447498164
could,11,53,0.11538864995279555,6.115598447498164
core,11,53,0.11538864995279555,6.115598447498164
well,11,53,0.11538864995279555,6.115598447498164
Its,11,53,0.11538864995279555,6.115598447498164
first,11,53,0.11538864995279555,6.115598447498164
less,11,53,0.11538864995279555,6.115598447498164
larger,10,54,0.10489877268435958,5.664533724955418
plane,10,54,0.10489877268435958,5.664533724955418
regions,10,54,0.10489877268435958,5.664533724955418
period,10,54,0.10489877268435958,5.664533724955418
Milky,10,54,0.10489877268435958,5.664533724955418
Way,10,54,0.10489877268435958,5.664533724955418
form,10,54,0.10489877268435958,5.664533724955418
main,10,54,0.10489877268435958,5.664533724955418
all,10,54,0.10489877268435958,5.664533724955418
perihelion,10,54,0.10489877268435958,5.664533724955418
whereas,10,54,0.10489877268435958,5.664533724955418
few,10,54,0.10489877268435958,5.664533724955418
field,10,54,0.10489877268435958,5.664533724955418
discovered,10,54,0.10489877268435958,5.664533724955418
mostly,9,55,0.09440889541592364,5.1924892478758
points,9,55,0.09440889541592364,5.1924892478758
near,9,55,0.09440889541592364,5.1924892478758
some,9,55,0.09440889541592364,5.1924892478758
dust,9,55,0.09440889541592364,5.1924892478758
particles,9,55,0.09440889541592364,5.1924892478758
pressure,9,55,0.09440889541592364,5.1924892478758
Local,9,55,0.09440889541592364,5.1924892478758
very,9,55,0.09440889541592364,5.1924892478758
through,9,55,0.09440889541592364,5.1924892478758
sequence,9,55,0.09440889541592364,5.1924892478758
life,9,55,0.09440889541592364,5.1924892478758
over,9,55,0.09440889541592364,5.1924892478758
9,9,55,0.09440889541592364,5.1924892478758
100,9,55,0.09440889541592364,5.1924892478758
far,9,55,0.09440889541592364,5.1924892478758
because,9,55,0.09440889541592364,5.1924892478758
average,9,55,0.09440889541592364,5.1924892478758
ly,9,55,0.09440889541592364,5.1924892478758
mainly,8,56,0.08391901814748767,4.6994650162593095
ecliptic,8,56,0.08391901814748767,4.6994650162593095
natural,8,56,0.08391901814748767,4.6994650162593095
In,8,56,0.08391901814748767,4.6994650162593095
Some,8,56,0.08391901814748767,4.6994650162593095
Ceres,8,56,0.08391901814748767,4.6994650162593095
As,8,56,0.08391901814748767,4.6994650162593095
away,8,56,0.08391901814748767,4.6994650162593095
aphelion,8,56,0.08391901814748767,4.6994650162593095
orbital,8,56,0.08391901814748767,4.6994650162593095
those,8,56,0.08391901814748767,4.6994650162593095
MEarth,8,56,0.08391901814748767,4.6994650162593095
resonance,8,56,0.08391901814748767,4.6994650162593095
every,8,56,0.08391901814748767,4.6994650162593095
relatively,7,57,0.07342914087905171,4.185461030105947
high,7,57,0.07342914087905171,4.185461030105947
gravity,7,57,0.07342914087905171,4.185461030105947
Makemake,7,57,0.07342914087905171,4.185461030105947
Sedna,7,57,0.07342914087905171,4.185461030105947
point,7,57,0.07342914087905171,4.185461030105947
long,7,57,0.07342914087905171,4.185461030105947
elements,7,57,0.07342914087905171,4.185461030105947
would,7,57,0.07342914087905171,4.185461030105947
centre,7,57,0.07342914087905171,4.185461030105947
30,7,57,0.07342914087905171,4.185461030105947
early,7,57,0.07342914087905171,4.185461030105947
metals,7,57,0.07342914087905171,4.185461030105947
rocky,7,57,0.07342914087905171,4.185461030105947
red,7,57,0.07342914087905171,4.185461030105947
systems,7,57,0.07342914087905171,4.185461030105947
same,7,57,0.07342914087905171,4.185461030105947
farther,7,57,0.07342914087905171,4.185461030105947
up,7,57,0.07342914087905171,4.185461030105947
radius,7,57,0.07342914087905171,4.185461030105947
then,7,57,0.07342914087905171,4.185461030105947
much,7,57,0.07342914087905171,4.185461030105947
no,7,57,0.07342914087905171,4.185461030105947
astronomers,7,57,0.07342914087905171,4.185461030105947
gas,6,58,0.06293926361061575,3.650477289415713
giants,6,58,0.06293926361061575,3.650477289415713
circular,6,58,0.06293926361061575,3.650477289415713
orbiting,6,58,0.06293926361061575,3.650477289415713
after,6,58,0.06293926361061575,3.650477289415713
contains,6,58,0.06293926361061575,3.650477289415713
interplanetary,6,58,0.06293926361061575,3.650477289415713
extends,6,58,0.06293926361061575,3.650477289415713
visible,6,58,0.06293926361061575,3.650477289415713
so,6,58,0.06293926361061575,3.650477289415713
Bubble,6,58,0.06293926361061575,3.650477289415713
Centauri,6,58,0.06293926361061575,3.650477289415713
several,6,58,0.06293926361061575,3.650477289415713
where,6,58,0.06293926361061575,3.650477289415713
dense,6,58,0.06293926361061575,3.650477289415713
each,6,58,0.06293926361061575,3.650477289415713
icy,6,58,0.06293926361061575,3.650477289415713
them,6,58,0.06293926361061575,3.650477289415713
different,6,58,0.06293926361061575,3.650477289415713
current,6,58,0.06293926361061575,3.650477289415713
interactions,6,58,0.06293926361061575,3.650477289415713
50,6,58,0.06293926361061575,3.650477289415713
10,6,58,0.06293926361061575,3.650477289415713
greater,6,58,0.06293926361061575,3.650477289415713
size,6,58,0.06293926361061575,3.650477289415713
Kepler,6,58,0.06293926361061575,3.650477289415713
upon,6,58,0.06293926361061575,3.650477289415713
scale,6,58,0.06293926361061575,3.650477289415713
can,6,58,0.06293926361061575,3.650477289415713
sometimes,6,58,0.06293926361061575,3.650477289415713
considered,6,58,0.06293926361061575,3.650477289415713
largely,6,58,0.06293926361061575,3.650477289415713
They,6,58,0.06293926361061575,3.650477289415713
had,6,58,0.06293926361061575,3.650477289415713
collisions,6,58,0.06293926361061575,3.650477289415713
activity,6,58,0.06293926361061575,3.650477289415713
having,6,58,0.06293926361061575,3.650477289415713
satellite,6,58,0.06293926361061575,3.650477289415713
shape,6,58,0.06293926361061575,3.650477289415713
when,6,58,0.06293926361061575,3.650477289415713
although,6,58,0.06293926361061575,3.650477289415713
comet,6,58,0.06293926361061575,3.650477289415713
Voyager,6,58,0.06293926361061575,3.650477289415713
gravitationally,5,59,0.05244938634217979,3.094513794188608
99,5,59,0.05244938634217979,3.094513794188608
rock,5,59,0.05244938634217979,3.094513794188608
melting,5,59,0.05244938634217979,3.094513794188608
water,5,59,0.05244938634217979,3.094513794188608
lie,5,59,0.05244938634217979,3.094513794188608
There,5,59,0.05244938634217979,3.094513794188608
rings,5,59,0.05244938634217979,3.094513794188608
minor,5,59,0.05244938634217979,3.094513794188608
own,5,59,0.05244938634217979,3.094513794188608
heliopause,5,59,0.05244938634217979,3.094513794188608
exist,5,59,0.05244938634217979,3.094513794188608
further,5,59,0.05244938634217979,3.094513794188608
across,5,59,0.05244938634217979,3.094513794188608
probably,5,59,0.05244938634217979,3.094513794188608
heavier,5,59,0.05244938634217979,3.094513794188608
momentum,5,59,0.05244938634217979,3.094513794188608
became,5,59,0.05244938634217979,3.094513794188608
ejected,5,59,0.05244938634217979,3.094513794188608
close,5,59,0.05244938634217979,3.094513794188608
ices,5,59,0.05244938634217979,3.094513794188608
fusion,5,59,0.05244938634217979,3.094513794188608
created,5,59,0.05244938634217979,3.094513794188608
along,5,59,0.05244938634217979,3.094513794188608
possibly,5,59,0.05244938634217979,3.094513794188608
Most,5,59,0.05244938634217979,3.094513794188608
direction,5,59,0.05244938634217979,3.094513794188608
though,5,59,0.05244938634217979,3.094513794188608
causes,5,59,0.05244938634217979,3.094513794188608
A,5,59,0.05244938634217979,3.094513794188608
structure,5,59,0.05244938634217979,3.094513794188608
heat,5,59,0.05244938634217979,3.094513794188608
closer,5,59,0.05244938634217979,3.094513794188608
iron,5,59,0.05244938634217979,3.094513794188608
gases,5,59,0.05244938634217979,3.094513794188608
400,5,59,0.05244938634217979,3.094513794188608
part,5,59,0.05244938634217979,3.094513794188608
spiral,5,59,0.05244938634217979,3.094513794188608
similar,5,59,0.05244938634217979,3.094513794188608
cosmic,5,59,0.05244938634217979,3.094513794188608
ring,5,59,0.05244938634217979,3.094513794188608
term,5,59,0.05244938634217979,3.094513794188608
geological,5,59,0.05244938634217979,3.094513794188608
thousands,5,59,0.05244938634217979,3.094513794188608
outside,5,59,0.05244938634217979,3.094513794188608
whose,5,59,0.05244938634217979,3.094513794188608
classical,5,59,0.05244938634217979,3.094513794188608
inclined,5,59,0.05244938634217979,3.094513794188608
galactic,5,59,0.05244938634217979,3.094513794188608
Cloud,5,59,0.05244938634217979,3.094513794188608
transit,5,59,0.05244938634217979,3.094513794188608
remaining,4,60,0.041959509073743836,2.5175705444246304
volatile,4,60,0.041959509073743836,2.5175705444246304
All,4,60,0.041959509073743836,2.5175705444246304
nearly,4,60,0.041959509073743836,2.5175705444246304
unknown,4,60,0.041959509073743836,2.5175705444246304
orbited,4,60,0.041959509073743836,2.5175705444246304
Moon,4,60,0.041959509073743836,2.5175705444246304
Titan,4,60,0.041959509073743836,2.5175705444246304
Beyond,4,60,0.041959509073743836,2.5175705444246304
there,4,60,0.041959509073743836,2.5175705444246304
generally,4,60,0.041959509073743836,2.5175705444246304
Orcus,4,60,0.041959509073743836,2.5175705444246304
Eris,4,60,0.041959509073743836,2.5175705444246304
body,4,60,0.041959509073743836,2.5175705444246304
including,4,60,0.041959509073743836,2.5175705444246304
centaurs,4,60,0.041959509073743836,2.5175705444246304
bubble,4,60,0.041959509073743836,2.5175705444246304
edge,4,60,0.041959509073743836,2.5175705444246304
source,4,60,0.041959509073743836,2.5175705444246304
located,4,60,0.041959509073743836,2.5175705444246304
nearest,4,60,0.041959509073743836,2.5175705444246304
Proxima,4,60,0.041959509073743836,2.5175705444246304
likely,4,60,0.041959509073743836,2.5175705444246304
nebula,4,60,0.041959509073743836,2.5175705444246304
angular,4,60,0.041959509073743836,2.5175705444246304
either,4,60,0.041959509073743836,2.5175705444246304
higher,4,60,0.041959509073743836,2.5175705444246304
silicates,4,60,0.041959509073743836,2.5175705444246304
solid,4,60,0.041959509073743836,2.5175705444246304
Because,4,60,0.041959509073743836,2.5175705444246304
material,4,60,0.041959509073743836,2.5175705444246304
remain,4,60,0.041959509073743836,2.5175705444246304
model,4,60,0.041959509073743836,2.5175705444246304
density,4,60,0.041959509073743836,2.5175705444246304
temperature,4,60,0.041959509073743836,2.5175705444246304
today,4,60,0.041959509073743836,2.5175705444246304
time,4,60,0.041959509073743836,2.5175705444246304
energy,4,60,0.041959509073743836,2.5175705444246304
layers,4,60,0.041959509073743836,2.5175705444246304
Halley,4,60,0.041959509073743836,2.5175705444246304
Triton,4,60,0.041959509073743836,2.5175705444246304
laws,4,60,0.041959509073743836,2.5175705444246304
year,4,60,0.041959509073743836,2.5175705444246304
distant,4,60,0.041959509073743836,2.5175705444246304
highly,4,60,0.041959509073743836,2.5175705444246304
elliptical,4,60,0.041959509073743836,2.5175705444246304
total,4,60,0.041959509073743836,2.5175705444246304
Although,4,60,0.041959509073743836,2.5175705444246304
together,4,60,0.041959509073743836,2.5175705444246304
boundary,4,60,0.041959509073743836,2.5175705444246304
150,4,60,0.041959509073743836,2.5175705444246304
if,4,60,0.041959509073743836,2.5175705444246304
For,4,60,0.041959509073743836,2.5175705444246304
sphere,4,60,0.041959509073743836,2.5175705444246304
made,4,60,0.041959509073743836,2.5175705444246304
25,4,60,0.041959509073743836,2.5175705444246304
40,4,60,0.041959509073743836,2.5175705444246304
radiation,4,60,0.041959509073743836,2.5175705444246304
population,4,60,0.041959509073743836,2.5175705444246304
kilometres,4,60,0.041959509073743836,2.5175705444246304
home,4,60,0.041959509073743836,2.5175705444246304
second,4,60,0.041959509073743836,2.5175705444246304
substantial,4,60,0.041959509073743836,2.5175705444246304
impact,4,60,0.041959509073743836,2.5175705444246304
e,4,60,0.041959509073743836,2.5175705444246304
60,4,60,0.041959509073743836,2.5175705444246304
internal,4,60,0.041959509073743836,2.5175705444246304
observed,4,60,0.041959509073743836,2.5175705444246304
magnetosphere,4,60,0.041959509073743836,2.5175705444246304
observations,4,60,0.041959509073743836,2.5175705444246304
consider,4,60,0.041959509073743836,2.5175705444246304
Pallas,4,60,0.041959509073743836,2.5175705444246304
Vesta,4,60,0.041959509073743836,2.5175705444246304
used,4,60,0.041959509073743836,2.5175705444246304
80,4,60,0.041959509073743836,2.5175705444246304
eccentric,4,60,0.041959509073743836,2.5175705444246304
Neptunian,4,60,0.041959509073743836,2.5175705444246304
shaped,4,60,0.041959509073743836,2.5175705444246304
still,4,60,0.041959509073743836,2.5175705444246304
once,4,60,0.041959509073743836,2.5175705444246304
arms,4,60,0.041959509073743836,2.5175705444246304
ago,3,61,0.031469631805307874,1.9196475401237802
molecular,3,61,0.031469631805307874,1.9196475401237802
majority,3,61,0.031469631805307874,1.9196475401237802
86,3,61,0.031469631805307874,1.9196475401237802
primarily,3,61,0.031469631805307874,1.9196475401237802
next,3,61,0.031469631805307874,1.9196475401237802
substances,3,61,0.031469631805307874,1.9196475401237802
compared,3,61,0.031469631805307874,1.9196475401237802
ammonia,3,61,0.031469631805307874,1.9196475401237802
methane,3,61,0.031469631805307874,1.9196475401237802
major,3,61,0.031469631805307874,1.9196475401237802
Ganymede,3,61,0.031469631805307874,1.9196475401237802
Callisto,3,61,0.031469631805307874,1.9196475401237802
detached,3,61,0.031469631805307874,1.9196475401237802
how,3,61,0.031469631805307874,1.9196475401237802
under,3,61,0.031469631805307874,1.9196475401237802
Haumea,3,61,0.031469631805307874,1.9196475401237802
Gonggong,3,61,0.031469631805307874,1.9196475401237802
clouds,3,61,0.031469631805307874,1.9196475401237802
stream,3,61,0.031469631805307874,1.9196475401237802
charged,3,61,0.031469631805307874,1.9196475401237802
Arm,3,61,0.031469631805307874,1.9196475401237802
sky,3,61,0.031469631805307874,1.9196475401237802
become,3,61,0.031469631805307874,1.9196475401237802
caused,3,61,0.031469631805307874,1.9196475401237802
surrounding,3,61,0.031469631805307874,1.9196475401237802
frost,3,61,0.031469631805307874,1.9196475401237802
line,3,61,0.031469631805307874,1.9196475401237802
atmospheres,3,61,0.031469631805307874,1.9196475401237802
debris,3,61,0.031469631805307874,1.9196475401237802
positions,3,61,0.031469631805307874,1.9196475401237802
various,3,61,0.031469631805307874,1.9196475401237802
great,3,61,0.031469631805307874,1.9196475401237802
until,3,61,0.031469631805307874,1.9196475401237802
At,3,61,0.031469631805307874,1.9196475401237802
beginning,3,61,0.031469631805307874,1.9196475401237802
70,3,61,0.031469631805307874,1.9196475401237802
what,3,61,0.031469631805307874,1.9196475401237802
area,3,61,0.031469631805307874,1.9196475401237802
220,3,61,0.031469631805307874,1.9196475401237802
half,3,61,0.031469631805307874,1.9196475401237802
composition,3,61,0.031469631805307874,1.9196475401237802
stable,3,61,0.031469631805307874,1.9196475401237802
significantly,3,61,0.031469631805307874,1.9196475401237802
Many,3,61,0.031469631805307874,1.9196475401237802
rotation,3,61,0.031469631805307874,1.9196475401237802
toward,3,61,0.031469631805307874,1.9196475401237802
retrograde,3,61,0.031469631805307874,1.9196475401237802
relative,3,61,0.031469631805307874,1.9196475401237802
motion,3,61,0.031469631805307874,1.9196475401237802
approach,3,61,0.031469631805307874,1.9196475401237802
account,3,61,0.031469631805307874,1.9196475401237802
influence,3,61,0.031469631805307874,1.9196475401237802
human,3,61,0.031469631805307874,1.9196475401237802
additional,3,61,0.031469631805307874,1.9196475401237802
amount,3,61,0.031469631805307874,1.9196475401237802
dominates,3,61,0.031469631805307874,1.9196475401237802
consists,3,61,0.031469631805307874,1.9196475401237802
surrounded,3,61,0.031469631805307874,1.9196475401237802
includes,3,61,0.031469631805307874,1.9196475401237802
low,3,61,0.031469631805307874,1.9196475401237802
affected,3,61,0.031469631805307874,1.9196475401237802
volatiles,3,61,0.031469631805307874,1.9196475401237802
astronomical,3,61,0.031469631805307874,1.9196475401237802
93,3,61,0.031469631805307874,1.9196475401237802
volume,3,61,0.031469631805307874,1.9196475401237802
44,3,61,0.031469631805307874,1.9196475401237802
based,3,61,0.031469631805307874,1.9196475401237802
discoveries,3,61,0.031469631805307874,1.9196475401237802
terms,3,61,0.031469631805307874,1.9196475401237802
metre,3,61,0.031469631805307874,1.9196475401237802
900,3,61,0.031469631805307874,1.9196475401237802
masses,3,61,0.031469631805307874,1.9196475401237802
temperatures,3,61,0.031469631805307874,1.9196475401237802
dwarfs,3,61,0.031469631805307874,1.9196475401237802
contain,3,61,0.031469631805307874,1.9196475401237802
habitability,3,61,0.031469631805307874,1.9196475401237802
radiates,3,61,0.031469631805307874,1.9196475401237802
plasma,3,61,0.031469631805307874,1.9196475401237802
creating,3,61,0.031469631805307874,1.9196475401237802
least,3,61,0.031469631805307874,1.9196475401237802
weather,3,61,0.031469631805307874,1.9196475401237802
causing,3,61,0.031469631805307874,1.9196475401237802
do,3,61,0.031469631805307874,1.9196475401237802
fields,3,61,0.031469631805307874,1.9196475401237802
events,3,61,0.031469631805307874,1.9196475401237802
Inner,3,61,0.031469631805307874,1.9196475401237802
Outer,3,61,0.031469631805307874,1.9196475401237802
features,3,61,0.031469631805307874,1.9196475401237802
designates,3,61,0.031469631805307874,1.9196475401237802
remains,3,61,0.031469631805307874,1.9196475401237802
volcanic,3,61,0.031469631805307874,1.9196475401237802
history,3,61,0.031469631805307874,1.9196475401237802
yet,3,61,0.031469631805307874,1.9196475401237802
evidence,3,61,0.031469631805307874,1.9196475401237802
recently,3,61,0.031469631805307874,1.9196475401237802
Asteroid,3,61,0.031469631805307874,1.9196475401237802
Asteroids,3,61,0.031469631805307874,1.9196475401237802
except,3,61,0.031469631805307874,1.9196475401237802
spacecraft,3,61,0.031469631805307874,1.9196475401237802
round,3,61,0.031469631805307874,1.9196475401237802
groups,3,61,0.031469631805307874,1.9196475401237802
three,3,61,0.031469631805307874,1.9196475401237802
potentially,3,61,0.031469631805307874,1.9196475401237802
confirmed,3,61,0.031469631805307874,1.9196475401237802
14,3,61,0.031469631805307874,1.9196475401237802
Like,3,61,0.031469631805307874,1.9196475401237802
did,3,61,0.031469631805307874,1.9196475401237802
just,3,61,0.031469631805307874,1.9196475401237802
often,3,61,0.031469631805307874,1.9196475401237802
originate,3,61,0.031469631805307874,1.9196475401237802
latter,3,61,0.031469631805307874,1.9196475401237802
twice,3,61,0.031469631805307874,1.9196475401237802
39,3,61,0.031469631805307874,1.9196475401237802
43,3,61,0.031469631805307874,1.9196475401237802
eccentricity,3,61,0.031469631805307874,1.9196475401237802
Charon,3,61,0.031469631805307874,1.9196475401237802
binary,3,61,0.031469631805307874,1.9196475401237802
perturbed,3,61,0.031469631805307874,1.9196475401237802
outward,3,61,0.031469631805307874,1.9196475401237802
hypothetical,3,61,0.031469631805307874,1.9196475401237802
shock,3,61,0.031469631805307874,1.9196475401237802
Interstellar,3,61,0.031469631805307874,1.9196475401237802
2012,3,61,0.031469631805307874,1.9196475401237802
furthest,3,61,0.031469631805307874,1.9196475401237802
unaided,3,61,0.031469631805307874,1.9196475401237802
ten,3,61,0.031469631805307874,1.9196475401237802
super,3,61,0.031469631805307874,1.9196475401237802
heliocentric,3,61,0.031469631805307874,1.9196475401237802
Copernicus,3,61,0.031469631805307874,1.9196475401237802
century,3,61,0.031469631805307874,1.9196475401237802
NASA,3,61,0.031469631805307874,1.9196475401237802
bound,2,62,0.020979754536871918,1.3007447812860589
collapse,2,62,0.020979754536871918,1.3007447812860589
vast,2,62,0.020979754536871918,1.3007447812860589
metal,2,62,0.020979754536871918,1.3007447812860589
substantially,2,62,0.020979754536871918,1.3007447812860589
eight,2,62,0.020979754536871918,1.3007447812860589
number,2,62,0.020979754536871918,1.3007447812860589
Six,2,62,0.020979754536871918,1.3007447812860589
possible,2,62,0.020979754536871918,1.3007447812860589
Two,2,62,0.020979754536871918,1.3007447812860589
smallest,2,62,0.020979754536871918,1.3007447812860589
populations,2,62,0.020979754536871918,1.3007447812860589
reaches,2,62,0.020979754536871918,1.3007447812860589
debate,2,62,0.020979754536871918,1.3007447812860589
thus,2,62,0.020979754536871918,1.3007447812860589
Astronomers,2,62,0.020979754536871918,1.3007447812860589
Quaoar,2,62,0.020979754536871918,1.3007447812860589
outwards,2,62,0.020979754536871918,1.3007447812860589
creates,2,62,0.020979754536871918,1.3007447812860589
thousand,2,62,0.020979754536871918,1.3007447812860589
26,2,62,0.020979754536871918,1.3007447812860589
center,2,62,0.020979754536871918,1.3007447812860589
galaxy,2,62,0.020979754536871918,1.3007447812860589
Orion,2,62,0.020979754536871918,1.3007447812860589
night,2,62,0.020979754536871918,1.3007447812860589
pre,2,62,0.020979754536871918,1.3007447812860589
rotate,2,62,0.020979754536871918,1.3007447812860589
faster,2,62,0.020979754536871918,1.3007447812860589
hotter,2,62,0.020979754536871918,1.3007447812860589
began,2,62,0.020979754536871918,1.3007447812860589
protoplanetary,2,62,0.020979754536871918,1.3007447812860589
200,2,62,0.020979754536871918,1.3007447812860589
19,2,62,0.020979754536871918,1.3007447812860589
hot,2,62,0.020979754536871918,1.3007447812860589
protostar,2,62,0.020979754536871918,1.3007447812860589
accretion,2,62,0.020979754536871918,1.3007447812860589
